,Furnishing,Tenant Preferred,Car Parking,Availability,Carpet Area,Floor,facing,overlooking,Bathroom,Balcony,Super Area,Ownership,Owner Resides,Dimensions,Property_Type,Project_name,Price
1211,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 2,,,1,,750 sqft,,,,2 BHK Builder Floor for Rent in Hebbal,-,"₹15,000"
1212,Semi-Furnished,Bachelors/Family,,Immediately,,,,,1,,350 sqft,,,,"1 BHK  House for Rent in Jp Nagar Phase 9, J P Nagar",-,"₹4,500"
1213,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,2200 sqft,,,,"3 BHK  House for Rent in Azad Nagar, AZAD NAGAR, Mysore Road",-,"₹25,000"
1214,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,600 sqft,,,,2 BHK  House for Rent in Nri Layout,-,"₹10,000"
1215,Semi-Furnished,Bachelors/Family,,Immediately,,,,,1,,700 sqft,,,,2 BHK  House for Rent in Adugodi,-,"₹15,000"
1216,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,700 sqft,,,,2 BHK  House for Rent in Kadugodi,-,"₹12,000"
1217,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 5,,,2,,1000 sqft,,,,2 BHK Apartment for Rent in J P Nagar,Padmasree Presidency,"₹21,000"
1218,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,600 sqft,,,,"2 BHK  House for Rent in Vimanapura, Airport Road",-,"₹15,000"
1219,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,700 sqft,,,,2 BHK  House for Rent in Varadharaja Nagar,-,"₹9,000"
1220,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,600 sqft,,,,1 BHK  House for Rent in Vijayanagar,-,"₹10,000"
1221,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,1000 sqft,,,,2 BHK  House for Rent in D Group Employees Layout,-,"₹12,000"
1222,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,600 sqft,,,,"2 BHK  House for Rent in Dooravani Nagar, Dooravani Nagar",-,"₹11,000"
1223,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,500 sqft,,,,"1 BHK  House for Rent in Hale Devasandra, Krishnarajapura",-,"₹6,000"
1224,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,600 sqft,,,,"2 BHK  House for Rent in Hale Devasandra, Krishnarajapura",-,"₹7,500"
1225,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,600 sqft,,,,1 BHK  House for Rent in Mahadevapura,-,"₹7,000"
1226,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,900 sqft,,,,2 BHK  House for Rent in Ramamurthy Nagar,-,"₹18,500"
1227,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,500 sqft,,,,1 BHK  House for Rent in Doddabidarakallu,-,"₹4,500"
1228,Semi-Furnished,Bachelors/Family,,Immediately,,,,,3,,1200 sqft,,,,3 BHK  House for Rent in Sri nagar,-,"₹20,000"
1229,Semi-Furnished,Bachelors/Family,,Immediately,,,,,1,,400 sqft,,,,1 BHK  House for Rent in Mailasandra,-,"₹7,000"
1230,Semi-Furnished,Bachelors/Family,,Immediately,,,,,1,,700 sqft,,,,1 BHK  House for Rent in J P Nagar,-,"₹18,000"
1231,Unfurnished,Bachelors/Family,,Immediately,,,,,1,1,459 sqft,,,,"1 BHK  House for Rent in Pattanagere, Rajarajeshwari Nagar",-,"₹7,000"
1232,Furnished,Bachelors/Family,,Immediately,,2 out of 5,,,1,,350 sqft,,,,1 BHK Builder Floor for Rent in Kamat Layout,-,"₹10,000"
1233,Unfurnished,Bachelors/Family,,Immediately,,,,,1,1,400 sqft,,,,"1 BHK  House for Rent in Prakruthi Township, Hennur",-,"₹4,000"
1234,Furnished,Bachelors/Family,,Immediately,,,,,2,,1300 sqft,,,,3 BHK  House for Rent in Yelahanka New Town,-,"₹25,000"
1235,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,600 sqft,,,,2 BHK  House for Rent in Vijayanagar,-,"₹15,000"
1236,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,400 sqft,,,,1 BHK  House for Rent in Hosakerehalli,-,"₹6,500"
1237,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,1600 sqft,,,,2 BHK  House for Rent in Basaveshvara Nagar,-,"₹27,000"
1238,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,1,500 sqft,,,,"1 BHK  House for Rent in Jaya Nagar Block 9, Jayanagar",-,"₹12,000"
1239,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,500 sqft,,,,2 BHK  House for Rent in Harohalli,-,"₹10,000"
1240,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,350 sqft,,,,1 BHK  House for Rent in Rajajinagar,-,"₹7,000"
1241,Semi-Furnished,Bachelors/Family,,Immediately,,,,,1,,600 sqft,,,,2 BHK  House for Rent in Vidyaranyapura,-,"₹10,000"
1242,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,425 sqft,,,,"2 BHK  House for Rent in Jp Nagar Phase 7, J P Nagar",-,"₹5,500"
1243,Unfurnished,Bachelors/Family,,Immediately,,,,,3,1,1000 sqft,,,,2 BHK  House for Rent in New Thippasandra,-,"₹20,000"
1244,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,260 sqft,,,,1 BHK  House for Rent in Cholur Palya,-,"₹4,500"
1245,Furnished,Bachelors/Family,,Immediately,,,,,1,,487 sqft,,,,1 BHK  House for Rent in Konanakunte,-,"₹12,000"
1246,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,1000 sqft,,,,2 BHK  House for Rent in Banashankari,-,"₹19,000"
1247,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,500 sqft,,,,1 BHK  House for Rent in Nagasandra,-,"₹3,000"
1248,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,750 sqft,,,,2 BHK  House for Rent in Ramasandra,-,"₹7,500"
1249,Semi-Furnished,Bachelors/Family,,Immediately,,,,,1,,900 sqft,,,,1 BHK  House for Rent in Padmanabha Nagar,-,"₹10,000"
1250,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,600 sqft,,,,"1 BHK  House for Rent in Kirloskar Layout, Soundarya Layout",-,"₹7,500"
1251,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 2,,,1,,900 sqft,,,,2 BHK  House for Rent in Hsr Layout,-,"₹21,000"
1252,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,350 sqft,,,,"1 BHK  House for Rent in Shiva Nagar, Krishnarajapura",-,"₹8,500"
1253,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,2,,1000 sqft,,,,2 BHK Apartment for Rent in Malleshwaram,-,"₹26,000"
1254,Unfurnished,Bachelors/Family,,Immediately,,3 out of 4,,,1,,200 sqft,,,,"1 BHK  House for Rent in Muneshwara Nagar, Bangalore",-,"₹5,000"
1255,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 2,,,2,,1200 sqft,,,,2 BHK  House for Rent in Ramamurthy Nagar,-,"₹14,000"
1256,Unfurnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,400 sqft,,,,1 BHK  House for Rent in Doddanagamangala,-,"₹4,500"
1257,Furnished,Bachelors/Family,,Immediately,,Ground out of 2,,,1,,650 sqft,,,,1 BHK Builder Floor for Rent in Annapurneshwari Nagar,-,"₹7,000"
1258,Unfurnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,500 sqft,,,,1 BHK  House for Rent in K R Puram,-,"₹8,500"
1259,Furnished,Bachelors/Family,,From Feb '23,,7 out of 15,,,3,,1780 sqft,,,,3 BHK Apartment for Rent in Thanisandra,Sobha City,"₹55,000"
1260,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 4,,,5,,2400 sqft,,,,3 BHK  House for Rent in Nelamangala,-,"₹32,000"
1261,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,1,,250 sqft,,,,1 BHK  House for Rent in Kodipalya,-,"₹5,000"
1262,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,1,,350 sqft,,,,"1 BHK Builder Floor for Rent in Jp Nagar Phase 2, J P Nagar",-,"₹9,500"
1263,Semi-Furnished,Bachelors/Family,,From Feb '23,,2 out of 3,,,1,,150 sqft,,,,"1 BHK  House for Rent in Indira Nagar Stage 2, Indira nagar",-,"₹12,000"
1264,Semi-Furnished,Bachelors/Family,,From Feb '23,,3 out of 5,,,2,,1240 sqft,,,,"2 BHK Apartment for Rent in OMBR Layout, Bangalore",-,"₹30,000"
1265,Unfurnished,Bachelors/Family,,From Feb '23,,1 out of 3,,,1,,400 sqft,,,,"2 BHK  House for Rent in Pattegarhpalya, Vijayanagar",-,"₹7,500"
1266,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 2,,,1,,1000 sqft,,,,2 BHK  House for Rent in Uttarahalli Main Road,-,"₹14,000"
1267,Furnished,Bachelors/Family,,Immediately,,1 out of 2,,,1,,600 sqft,,,,"1 BHK Builder Floor for Rent in Kurubarahalli, Kamala Nagar",-,"₹6,000"
1268,Unfurnished,Bachelors/Family,,Immediately,,3 out of 4,,,1,,500 sqft,,,,"1 BHK Builder Floor for Rent in Jp Nagar Phase 1, J P Nagar",-,"₹9,000"
1269,Unfurnished,Bachelors/Family,,From Feb '23,,3 out of 4,,,2,,800 sqft,,,,2 BHK  House for Rent in Halasuru,-,"₹25,000"
1270,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 8,,,2,,637 sqft,,,,"2 BHK Apartment for Rent in JP Nagar Phase 8, Bangalore",-,"₹15,000"
1271,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 4,,,2,,800 sqft,,,,2 BHK Builder Floor for Rent in Nayandahalli,-,"₹15,000"
1272,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 3,,,1,,550 sqft,,,,1 BHK  House for Rent in Maruthi nagar,-,"₹11,500"
1273,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 4,,,2,,1350 sqft,,,,3 BHK Apartment for Rent in Rajarajeshwari Nagar,-,"₹25,000"
1274,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 4,,,1,,400 sqft,,,,1 BHK Builder Floor for Rent in Varthur,-,"₹8,000"
1275,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,2,,700 sqft,,,,2 BHK  House for Rent in C V Raman Nagar,-,"₹15,000"
1276,Furnished,Bachelors/Family,,Immediately,,Ground out of 5,,,1,,600 sqft,,,,1 BHK  House for Rent in Basaveshwar Nagar,-,"₹7,500"
1277,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,2,,1100 sqft,,,,"2 BHK  House for Rent in Tata Nagar, Devinagar",-,"₹17,000"
1278,Unfurnished,Bachelors/Family,,Immediately,,1 out of 3,,,1,,400 sqft,,,,1 BHK Builder Floor for Rent in Yeshwantpur,-,"₹7,500"
1279,Unfurnished,Bachelors/Family,,Immediately,,2 out of 5,,,1,,350 sqft,,,,"1 BHK  House for Rent in Electronic City Phase 2, Electronic City",-,"₹5,500"
1280,Unfurnished,Bachelors/Family,,Immediately,,Ground out of 4,,,1,,800 sqft,,,,1 BHK  House for Rent in Indira Nagar,-,"₹9,500"
1281,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 4,,,1,,500 sqft,,,,1 BHK  House for Rent in Electronic City,-,"₹5,000"
1282,Semi-Furnished,Bachelors/Family,,From Jan '23,,1 out of 2,,,2,,1500 sqft,,,,2 BHK  House for Rent in Mathikere,-,"₹20,000"
1283,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 5,,,2,,1100 sqft,,,,2 BHK Apartment for Rent in Kogilu,-,"₹15,000"
1284,Semi-Furnished,Bachelors/Family,,Immediately,,27 out of 30,,,2,,1100 sqft,,,,2 BHK Apartment for Rent in Tumkur Road,Prestige Jindal City,"₹35,000"
1285,Unfurnished,Bachelors/Family,,Immediately,,8 out of 9,,,2,,1400 sqft,,,,2 BHK Apartment for Rent in Banashankari,-,"₹18,000"
1286,Semi-Furnished,Bachelors/Family,,From Feb '23,,Ground out of 2,,,2,,1000 sqft,,,,2 BHK  House for Rent in Basaveshwar Nagar,-,"₹23,000"
1287,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,1,,600 sqft,,,,2 BHK Builder Floor for Rent in Kalkere,-,"₹7,500"
1288,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,600 sqft,,,,2 BHK  House for Rent in Haralur Main Road,-,"₹8,500"
1289,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 3,,,1,,850 sqft,,,,2 BHK  House for Rent in Koramangala,-,"₹25,000"
1290,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 4,,,1,,750 sqft,,,,2 BHK  House for Rent in Koramangala,-,"₹16,000"
1291,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 1,,,2,,900 sqft,,,,2 BHK  House for Rent in Jakkur,-,"₹14,000"
1292,Semi-Furnished,Bachelors/Family,,Immediately,,5 out of 7,,,2,,875 sqft,,,,2 BHK Apartment for Rent in Electronic City,Sipani Bliss,"₹10,000"
1293,Unfurnished,Bachelors/Family,,Immediately,,Ground out of 3,,,1,,850 sqft,,,,2 BHK  House for Rent in Andrahalli,-,"₹5,500"
1294,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,400 sqft,,,,1 BHK  House for Rent in Garvebhavi Palya,-,"₹7,000"
1295,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 2,,,1,,500 sqft,,,,"1 BHK  House for Rent in Gavipuram, Kempegowda Nagar",-,"₹6,750"
1296,Unfurnished,Bachelors/Family,,Immediately,,1 out of 3,,,1,,400 sqft,,,,1 BHK  House for Rent in Nagavara,-,"₹5,000"
1297,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,2,,1250 sqft,,,,"2 BHK Apartment for Rent in Hennur, Hennur Bagalur Road",-,"₹21,000"
1298,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,2,,750 sqft,,,,2 BHK Apartment for Rent in Electronic City,JR Meadows,"₹11,000"
1299,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,600 sqft,,,,2 BHK  House for Rent in Bidrahalli,-,"₹7,000"
1300,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 3,,,2,,1500 sqft,,,,2 BHK  House for Rent in Rajarajeshwari Nagar,-,"₹13,500"
1301,Unfurnished,Bachelors/Family,,Immediately,,Ground out of 2,,,1,,400 sqft,,,,1 BHK  House for Rent in Kamala Nagar,-,"₹6,000"
1302,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 2,,,1,,900 sqft,,,,2 BHK  House for Rent in Yelahanka New Town,-,"₹12,000"
1303,Unfurnished,Bachelors/Family,,Immediately,,2 out of 5,,,1,,500 sqft,,,,1 BHK  House for Rent in Chandapura,-,"₹5,500"
1304,Unfurnished,Bachelors/Family,,Immediately,,Ground out of 3,,,1,,500 sqft,,,,"2 BHK Builder Floor for Rent in Kempegowda Nagar, Kempegowda Nagar",-,"₹6,000"
1305,Unfurnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,350 sqft,,,,1 BHK  House for Rent in Kengeri Satellite Town,-,"₹6,700"
1306,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,750 sqft,,,,2 BHK  House for Rent in Kariobanahalli,-,"₹7,000"
1307,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,2,,750 sqft,,,,2 BHK Builder Floor for Rent in Kadugodi,-,"₹14,000"
1308,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 3,,,1,,700 sqft,,,,"2 BHK Builder Floor for Rent in Btm Layout Stage 1, BTM Layout",-,"₹15,000"
1309,Unfurnished,Bachelors/Family,,Immediately,,Ground out of 2,,,1,,400 sqft,,,,2 BHK  House for Rent in Vijayanagar,-,"₹10,000"
1310,Furnished,Bachelors/Family,,Immediately,,1 out of 4,,,2,,1100 sqft,,,,2 BHK Apartment for Rent in Dasarahalli,-,"₹20,000"
1311,Furnished,Bachelors/Family,,Immediately,,1 out of 3,,,1,,880 sqft,,,,"1 BHK  House for Rent in Domlur, Domlur",-,"₹35,000"
1312,Unfurnished,Bachelors/Family,,Immediately,,2 out of 3,,,2,,700 sqft,,,,"2 BHK  House for Rent in Electronics City Phase 1, Electronic City",-,"₹11,000"
1313,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 3,,,2,,900 sqft,,,,"2 BHK  House for Rent in Jalahalli West, Bangalore",-,"₹15,000"
1314,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 2,,,2,,1400 sqft,,,,2 BHK  House for Rent in Jayanagar,-,"₹40,000"
1315,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 3,,,2,,800 sqft,,,,2 BHK  House for Rent in Vidyaranyapura,-,"₹13,500"
1316,Furnished,Bachelors/Family,,Immediately,,,,,1,,400 sqft,,,,1 BHK  House for Rent in Banjara Layout,-,"₹8,000"
1317,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,450 sqft,,,,1 BHK  House for Rent in Electronic City,-,"₹6,000"
1318,Unfurnished,Bachelors/Family,,Immediately,,,,,2,1,700 sqft,,,,2 BHK  House for Rent in Banashankari,-,"₹10,000"
1319,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 21,,,3,,1400 sqft,,,,3 BHK Apartment for Rent in Raghuvanahalli-Bcmc Layout,-,"₹30,000"
1320,Semi-Furnished,Bachelors/Family,,Immediately,,1 out of 3,,,2,,800 sqft,,,,2 BHK Builder Floor for Rent in Banashankari,-,"₹15,000"
1321,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,800 sqft,,,,"2 BHK  House for Rent in Btm Layout Stage 2, BTM Layout",-,"₹20,000"
1322,Furnished,Bachelors/Family,,Immediately,,,,,1,1,600 sqft,,,,1 BHK  House for Rent in Raghavendra Layout,-,"₹9,000"
1323,Semi-Furnished,Bachelors/Family,,Immediately,,,,,1,,400 sqft,,,,1 BHK  House for Rent in Kamala Nagar,-,"₹12,500"
1324,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,900 sqft,,,,2 BHK  House for Rent in J P Nagar,-,"₹15,000"
1325,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,300 sqft,,,,1 BHK  House for Rent in Kammanahalli,-,"₹10,000"
1326,Semi-Furnished,Bachelors/Family,,Immediately,,4 out of 6,,,2,,900 sqft,,,,2 BHK Apartment for Rent in Bannerghatta Main Road,-,"₹19,000"
1327,Unfurnished,Bachelors/Family,,Immediately,,Ground out of 3,,,1,,400 sqft,,,,1 BHK Builder Floor for Rent in Doddabommasandra,-,"₹6,000"
1328,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,400 sqft,,,,"1 BHK  House for Rent in Kadugondanahalli, Kadugondanahalli",-,"₹8,000"
1329,Unfurnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,400 sqft,,,,1 BHK Builder Floor for Rent in Electronic City,-,"₹6,000"
1330,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 6,,,2,,900 sqft,,,,"2 BHK Builder Floor for Rent in Sampigehalli, Sampigehalli",-,"₹13,000"
1331,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,800 sqft,,,,2 BHK  House for Rent in K R Puram,-,"₹13,000"
1332,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,1200 sqft,,,,2 BHK  House for Rent in Jayanagar,-,"₹20,000"
1333,Furnished,Bachelors/Family,,Immediately,,1 out of 5,,,3,,1400 sqft,,,,3 BHK Apartment for Rent in Choodasandra,-,"₹45,000"
1334,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,850 sqft,,,,"2 BHK  House for Rent in Malleshpalya, Kaggadasapura",-,"₹20,000"
1335,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,400 sqft,,,,1 BHK  House for Rent in Byappanahalli,-,"₹7,500"
1336,Semi-Furnished,Bachelors/Family,,Immediately,,,,,4,,1600 sqft,,,,3 BHK  House for Rent in Kalyan Nagar,-,"₹25,000"
1337,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,500 sqft,,,,"1 BHK  House for Rent in Sanjeevini Nagar, Hegganahalli",-,"₹6,500"
1338,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 4,,,1,,450 sqft,,,,1 BHK Builder Floor for Rent in Varthur,-,"₹7,000"
1339,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 2,,,2,,700 sqft,,,,2 BHK Builder Floor for Rent in J P Nagar,-,"₹20,000"
1340,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,900 sqft,,,,2 BHK  House for Rent in Vidyaranyapura,-,"₹11,000"
1341,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,600 sqft,,,,"2 BHK  House for Rent in Sadduguntepalya, Hosur road",-,"₹12,000"
1342,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,875 sqft,,,,2 BHK  House for Rent in Annapurneshwari Nagar,-,"₹16,000"
1343,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,1200 sqft,,,,2 BHK  House for Rent in Babusahib Palya,-,"₹14,000"
1344,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,1300 sqft,,,,2 BHK  House for Rent in Hbr Layout,-,"₹30,000"
1345,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,700 sqft,,,,"1 BHK  House for Rent in Dooravani Nagar, Dooravani Nagar",-,"₹9,000"
1346,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,500 sqft,,,,1 BHK  House for Rent in Sarjapura Attibele Road,-,"₹13,000"
1347,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,500 sqft,,,,1 BHK Builder Floor for Rent in Bangalore,-,"₹7,500"
1348,Semi-Furnished,Bachelors/Family,1 Covered,Immediately,,,,,3,2,1600 sqft,,,,3 BHK  House for Rent in Ashok Nagar,-,"₹24,000"
1349,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,900 sqft,,,,"2 BHK  House for Rent in Bedarahalli, Magadi Road",-,"₹12,000"
1350,Semi-Furnished,Bachelors/Family,1 Covered,Immediately,,1 out of 4,,,2,2,1300 sqft,,,,"3 BHK Builder Floor for Rent in Vinayak Nagar, Kattigenahalli",-,"₹24,000"
1351,Semi-Furnished,Bachelors/Family,,Immediately,,,,,1,,800 sqft,,,,1 BHK  House for Rent in Harlur,-,"₹18,500"
1352,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,800 sqft,,,,2 BHK  House for Rent in Rayasandra,-,"₹9,000"
1353,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,1000 sqft,,,,2 BHK  House for Rent in Wilson Garden,-,"₹28,000"
1354,Unfurnished,Bachelors/Family,,Immediately,,,,,2,,750 sqft,,,,2 BHK  House for Rent in D Group Employees Layout,-,"₹12,000"
1355,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,525 sqft,,,,2 BHK  House for Rent in Hsr Layout,-,"₹7,500"
1356,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,2,,1000 sqft,,,,2 BHK Builder Floor for Rent in Hbr Layout,-,"₹21,000"
1357,Furnished,Bachelors/Family,,Immediately,,,,,1,,600 sqft,,,,"1 BHK  House for Rent in Indira Nagar Stage 1, Indira nagar",-,"₹25,000"
1358,Semi-Furnished,Bachelors/Family,,Immediately,,,,,1,,350 sqft,,,,1 BHK  House for Rent in Mailasandra,-,"₹7,000"
1359,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 4,,,1,,500 sqft,,,,1 BHK Builder Floor for Rent in Channasandra,-,"₹8,000"
1360,Unfurnished,Bachelors/Family,,Immediately,,,,,1,,500 sqft,,,,2 BHK  House for Rent in whitefield,-,"₹8,000"
1361,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,1000 sqft,,,,2 BHK  House for Rent in RT Nagar,-,"₹20,000"
1362,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,650 sqft,,,,2 BHK  House for Rent in Neelasandra,-,"₹15,000"
1363,Semi-Furnished,Bachelors/Family,,Immediately,,,,,2,,600 sqft,,,,"2 BHK  House for Rent in Btm Layout Stage 1, BTM Layout",-,"₹11,000"
1364,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,750 sqft,,,,1 BHK Builder Floor for Rent in Nandini Layout,-,"₹10,000"
1365,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 5,,,2,,900 sqft,,,,2 BHK  House for Rent in K R Puram,-,"₹15,000"
1366,Unfurnished,Bachelors/Family,,Immediately,,3 out of 4,,,1,,600 sqft,,,,2 BHK  House for Rent in Guttahalli,-,"₹12,000"
1367,Unfurnished,Bachelors/Family,,Immediately,,1 out of 4,,,1,,377 sqft,,,,1 BHK  House for Rent in Kammanahalli,-,"₹9,000"
1368,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 4,,,2,,1000 sqft,,,,2 BHK Builder Floor for Rent in Rmv Extension Stage 2,-,"₹25,000"
1369,Unfurnished,Bachelors/Family,,Immediately,,1 out of 3,,,2,,872 sqft,,,,2 BHK  House for Rent in Malleshwaram,-,"₹20,000"
1370,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,2,,1300 sqft,,,,3 BHK  House for Rent in Vidyaranyapura,-,"₹16,000"
1371,Unfurnished,Bachelors/Family,,Immediately,,1 out of 3,,,1,,850 sqft,,,,2 BHK  House for Rent in Thotada Guddadhalli Village,-,"₹8,000"
1372,Semi-Furnished,Bachelors/Family,,Immediately,,3 out of 5,,,3,,1612 sqft,,,,3 BHK Apartment for Rent in Kogilu,Casagrand Lorenza,"₹40,000"
1373,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 5,,,1,,450 sqft,,,,1 BHK  House for Rent in Jigani,-,"₹6,500"
1374,Semi-Furnished,Bachelors/Family,,Immediately,,Ground out of 3,,,2,,1382 sqft,,,,2 BHK  House for Rent in Hongasandra,-,"₹20,000"
1375,Semi-Furnished,Bachelors/Family,,Immediately,,12 out of 14,,,3,,1450 sqft,,,,3 BHK Apartment for Rent in Kengeri Satellite Town,-,"₹35,000"
1376,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,350 sqft,,,,1 BHK  House for Rent in Kasavanahalli,-,"₹7,000"
1377,Semi-Furnished,Bachelors/Family,,Immediately,,5 out of 6,,,2,,800 sqft,,,,2 BHK Apartment for Rent in Kasavanahalli,-,"₹23,000"
1378,Unfurnished,Bachelors/Family,,Immediately,,Ground out of 1,,,1,,400 sqft,,,,1 BHK  House for Rent in Ragavendra Nagar,-,"₹4,000"
1379,Semi-Furnished,Bachelors/Family,,Immediately,,2 out of 5,,,3,,1600 sqft,,,,3 BHK Apartment for Rent in Marathahalli,Sumadhuras Sandoval,"₹35,000"
1380,Unfurnished,Bachelors/Family,,Immediately,,2 out of 3,,,1,,600 sqft,,,,2 BHK  House for Rent in Ramamurthy Nagar,-,"₹10,000"
1381,Semi-Furnished,Bachelors/Family,,From Feb '23,,Ground out of 3,,,2,,1100 sqft,,,,2 BHK Builder Floor for Rent in Sarjapur,-,"₹13,900"
